5.431078076362609863e-01,-1.357312560081481934e+00,1.969067752361297607e-02,-1.117350757122039795e-01,-2.962864339351654053e-01
5.433708429336547852e-01,-1.357088088989257812e+00,1.988831162452697754e-02,-1.114663034677505493e-01,-2.961837351322174072e-01
5.433329343795776367e-01,-1.356997489929199219e+00,2.016267180442810059e-02,-1.112113147974014282e-01,-2.960918843746185303e-01
5.436284542083740234e-01,-1.356998920440673828e+00,2.027229964733123779e-02,-1.109324842691421509e-01,-2.958621382713317871e-01
5.435310602188110352e-01,-1.356929779052734375e+00,2.030982077121734619e-02,-1.107718199491500854e-01,-2.957113087177276611e-01
5.432330369949340820e-01,-1.356980562210083008e+00,2.026921510696411133e-02,-1.108032912015914917e-01,-2.956233620643615723e-01
5.429399013519287109e-01,-1.357106685638427734e+00,2.015171945095062256e-02,-1.107742637395858765e-01,-2.957749366760253906e-01
5.424333214759826660e-01,-1.357298612594604492e+00,2.002850174903869629e-02,-1.106650531291961670e-01,-2.960494458675384521e-01
5.419670939445495605e-01,-1.357192993164062500e+00,2.027836441993713379e-02,-1.108699887990951538e-01,-2.960765063762664795e-01
5.422352552413940430e-01,-1.357265472412109375e+00,2.031378448009490967e-02,-1.110650449991226196e-01,-2.962703108787536621e-01
5.421198606491088867e-01,-1.357519865036010742e+00,2.047771215438842773e-02,-1.112772971391677856e-01,-2.963289916515350342e-01
5.420024991035461426e-01,-1.357329607009887695e+00,2.065451443195343018e-02,-1.117458790540695190e-01,-2.964110374450683594e-01
5.418612957000732422e-01,-1.357290983200073242e+00,2.062557637691497803e-02,-1.120666414499282837e-01,-2.963786721229553223e-01
5.419892072677612305e-01,-1.357333898544311523e+00,2.044138312339782715e-02,-1.121893972158432007e-01,-2.966082990169525146e-01
5.419526100158691406e-01,-1.357160568237304688e+00,2.009521424770355225e-02,-1.122974306344985962e-01,-2.966186106204986572e-01
5.420429706573486328e-01,-1.357117176055908203e+00,1.987518370151519775e-02,-1.123830825090408325e-01,-2.967494428157806396e-01
5.422480106353759766e-01,-1.357190847396850586e+00,1.956193149089813232e-02,-1.123216450214385986e-01,-2.968552708625793457e-01
5.424124002456665039e-01,-1.356909155845642090e+00,1.945906877517700195e-02,-1.123102754354476929e-01,-2.967545092105865479e-01
5.425679683685302734e-01,-1.356925129890441895e+00,1.940204203128814697e-02,-1.120894551277160645e-01,-2.966483533382415771e-01
5.427019596099853516e-01,-1.356664896011352539e+00,1.943026483058929443e-02,-1.118045300245285034e-01,-2.964993417263031006e-01
5.429127216339111328e-01,-1.356604099273681641e+00,1.944564282894134521e-02,-1.116596907377243042e-01,-2.963901460170745850e-01
5.429475307464599609e-01,-1.356572151184082031e+00,1.940539479255676270e-02,-1.114256232976913452e-01,-2.963086664676666260e-01
5.429904460906982422e-01,-1.356612682342529297e+00,1.950003206729888916e-02,-1.112671643495559692e-01,-2.962779402732849121e-01
5.428599119186401367e-01,-1.356595039367675781e+00,1.954786479473114014e-02,-1.110251992940902710e-01,-2.963567078113555908e-01
5.430399775505065918e-01,-1.356526255607604980e+00,1.959289610385894775e-02,-1.109269708395004272e-01,-2.963722944259643555e-01
5.427187681198120117e-01,-1.356794953346252441e+00,1.958942413330078125e-02,-1.106834709644317627e-01,-2.966318726539611816e-01
5.426967740058898926e-01,-1.357076168060302734e+00,1.974509656429290771e-02,-1.102957278490066528e-01,-2.968773245811462402e-01
5.425834655761718750e-01,-1.357544302940368652e+00,2.000620961189270020e-02,-1.102848798036575317e-01,-2.971539199352264404e-01
5.427938699722290039e-01,-1.358332037925720215e+00,2.075503766536712646e-02,-1.100907325744628906e-01,-2.969834804534912109e-01
5.436418056488037109e-01,-1.359472513198852539e+00,2.064585685729980469e-02,-1.107239574193954468e-01,-2.974570393562316895e-01
5.448932647705078125e-01,-1.362712383270263672e+00,2.051824331283569336e-02,-1.116607785224914551e-01,-2.976828515529632568e-01
5.448995828628540039e-01,-1.366618633270263672e+00,2.022285759449005127e-02,-1.128642261028289795e-01,-2.980074286460876465e-01
5.454560518264770508e-01,-1.371445655822753906e+00,1.523555815219879150e-02,-1.165441274642944336e-01,-3.006630539894104004e-01
5.499569177627563477e-01,-1.376685976982116699e+00,1.169070601463317871e-02,-1.143734902143478394e-01,-3.029119968414306641e-01
