0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.132060006260871887e-02,-2.072689062654107517e-01,-1.393051319074908867e-01,5.901630020974604207e-01,-1.124027618144734175e+00,4.374254597603886574e-01,-1.727440994088718096e-01,-3.169325898956169563e-01,3.123064369644561189e-02,1.618909294733374971e-01,4.558556245063279388e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.072689062654107517e-01,-1.393051319074908867e-01,5.946648716926574707e-01,-1.155558824539184570e+00,2.938824295997619629e-01,-1.563616693019866943e-01,-5.529425144195556641e-01,1.041153494469960333e-01,-4.273049385108258491e-01,3.411007350146897377e-01,2.918088865029708212e-01,-7.460488128516569173e-01
1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.268630057573318481e-02,-2.081742237854955491e-01,-1.396781952497812007e-01,5.908701066995144524e-01,-1.123488228814890411e+00,4.379401391592253057e-01,-1.722827657226793652e-01,-3.168038886546831745e-01,3.124356086643263752e-02,1.619495804437964814e-01,4.559651234064353575e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.081742237854955491e-01,-1.396781952497812007e-01,5.841248631477355957e-01,-1.169353246688842773e+00,2.973364591598510742e-01,-1.550188362598419189e-01,-5.526698827743530273e-01,1.035437872090198413e-01,-4.234187308300774721e-01,3.419676451369716430e-01,2.864694742099528901e-01,-7.413254869225343047e-01
2.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.343739897012710571e-02,-2.081094449397715429e-01,-1.394749714920397454e-01,5.907987402289869294e-01,-1.123379307661955817e+00,4.386197563859852155e-01,-1.718213410909836814e-01,-3.166091584833973793e-01,3.121698595522894720e-02,1.619510705599158662e-01,4.559940418971820675e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.081094449397715429e-01,-1.394749714920397454e-01,5.715348124504089355e-01,-1.184025287628173828e+00,3.023419976234436035e-01,-1.542057693004608154e-01,-5.538008809089660645e-01,1.029722249710436494e-01,-4.195325231493290397e-01,3.428345552592535483e-01,2.811300619169349591e-01,-7.366021609934116920e-01
3.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.558380112051963806e-02,-2.082388894396864365e-01,-1.394917863007062997e-01,5.914352116327068476e-01,-1.123350083483731332e+00,4.388326792304088619e-01,-1.712770477593140994e-01,-3.161337006652734649e-01,3.127389601181015250e-02,1.619603092798560517e-01,4.559574182402642561e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.082388894396864365e-01,-1.394917863007062997e-01,5.607854127883911133e-01,-1.198354721069335938e+00,3.064972758293151855e-01,-1.534094214439392090e-01,-5.532722473144531250e-01,1.024006627330674712e-01,-4.156463154685806627e-01,3.437014653815354537e-01,2.757906496239170280e-01,-7.318788350642891904e-01
4.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.565450131893157959e-02,-2.081220702967211400e-01,-1.393723830209335768e-01,5.911965500019109587e-01,-1.123311298507354561e+00,4.388891114881887101e-01,-1.709469434412369260e-01,-3.157811016915749724e-01,3.126275675105772561e-02,1.619595940241187471e-01,4.559481753241795277e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.081220702967211400e-01,-1.393723830209335768e-01,5.522364377975463867e-01,-1.208386898040771484e+00,3.099761009216308594e-01,-1.517908573150634766e-01,-5.555119514465332031e-01,1.018291004950912793e-01,-4.117601077878322302e-01,3.445683755038173590e-01,2.704512373308990969e-01,-7.271555091351665778e-01
5.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.700429856777191162e-02,-2.072575481960794441e-01,-1.388230410759681288e-01,5.904517254732835063e-01,-1.123584744166905569e+00,4.387329626958287876e-01,-1.709372642520272934e-01,-3.155172310945170144e-01,3.122385214948349141e-02,1.619638855585425752e-01,4.558898340513000136e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.072575481960794441e-01,-1.388230410759681288e-01,5.450015664100646973e-01,-1.212627410888671875e+00,3.129525184631347656e-01,-1.492953598499298096e-01,-5.619741678237915039e-01,1.012575382571150873e-01,-4.078739001070838532e-01,3.454352856260992644e-01,2.651118250378811103e-01,-7.224321832060439652e-01
6.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,8.807130157947540283e-02,-2.069679456867694889e-01,-1.391227528530871727e-01,5.896779369595468445e-01,-1.123940340691347961e+00,4.384860941691343106e-01,-1.709625143061110075e-01,-3.157136030863278431e-01,3.113345906772672228e-02,1.618651206621497529e-01,4.558092161853546376e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.069679456867694889e-01,-1.391227528530871727e-01,5.394072532653808594e-01,-1.217337369918823242e+00,3.144965171813964844e-01,-1.465149521827697754e-01,-5.660905241966247559e-01,1.006859760191388953e-01,-4.039876924263354208e-01,3.463021957483811697e-01,2.597724127448631792e-01,-7.177088572769213526e-01
7.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.868290275335311890e-02,-2.063459971157861061e-01,-1.391842995028044760e-01,5.883558541053017787e-01,-1.124509664072737891e+00,4.382659227963592308e-01,-1.709172350498995852e-01,-3.160840305713876197e-01,3.097047965441486472e-02,1.619349773058265107e-01,4.557473645822909813e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.063459971157861061e-01,-1.391842995028044760e-01,5.334957838058471680e-01,-1.221879005432128906e+00,3.164898157119750977e-01,-1.438688635826110840e-01,-5.708309412002563477e-01,1.001144137811627172e-01,-4.001014847455870438e-01,3.471691058706630750e-01,2.544330004518452482e-01,-7.129855313477988510e-01
8.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.099532023072242737e-01,-2.064002912632175446e-01,-1.394033728243996018e-01,5.873678447395813684e-01,-1.124473440089317045e+00,4.388870938259233911e-01,-1.712087361362915616e-01,-3.161633312236745152e-01,3.088392015784918038e-02,1.620213444361060517e-01,4.557279221077495945e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.064002912632175446e-01,-1.394033728243996018e-01,5.279502272605895996e-01,-1.226323843002319336e+00,3.178892731666564941e-01,-1.406782865524291992e-01,-5.748819112777709961e-01,9.954285154318652518e-02,-3.962152770648386113e-01,3.480360159929449804e-01,2.490935881588273171e-01,-7.082622054186762384e-01
9.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.223573014140129089e-01,-2.063104631915818055e-01,-1.395834870772474368e-01,5.880358364692006568e-01,-1.124425260390053305e+00,4.390257524385729471e-01,-1.716154770655455297e-01,-3.166623658184898327e-01,3.084827622715897999e-02,1.620332653650611299e-01,4.557217074904048593e-01,-5.197817820202061956e-01,-2.810327162401025924e-02,-3.125513437797845295e+00,-2.063104631915818055e-01,-1.395834870772474368e-01,5.221700072288513184e-01,-1.230746746063232422e+00,3.195030689239501953e-01,-1.374788880348205566e-01,-5.793837904930114746e-01,9.897128930521033319e-02,-3.923290693840902343e-01,3.489029261152268857e-01,2.437541758658093860e-01,-7.035388794895536257e-01
